|-9x + 115| = 2
|8x - 72| = 16
|-5x + 1| = 9
|12x - 41| = 7
|4x + 71| = 5
|10x + 109| = 21
|9x - 50| = 5
|7x - 28| = 28
|8x + 29| = 29
|20x + 383| = 23
|4x + 90| = 22
|-11x - 133| = 45
|1x - 15| = 8
|11x - 49| = 27
|12x + 45| = 27
|-2x - 34| = 26
|-7x + 20| = 13
|4x - 20| = 20
|-7x + 141| = 43
|-15x - 37| = 38
|8x - 6| = 10
|12x - 75| = 27
|-9x + 29| = 2
|-9x + 140| = 32
|-5x + 50| = 0
|-7x + 111| = 6
|-19x + 380| = 38
|8x + 104| = 8
|8x + 114| = 46
|-7x + 57| = 41
|9x - 154| = 26
|18x - 327| = 15
|3x - 11| = 37
|-17x - 35| = 16
|10x + 20| = 20
|17x + 121| = 32
|-11x - 55| = 11
|-4x - 40| = 32
|-2x + 26| = 22
|-20x - 353| = 27
|2x + 1| = 19
|19x - 309| = 14
|6x - 89| = 7
|14x + 210| = 28
|-13x + 210| = 15
|-20x - 192| = 8
|7x + 186| = 46
|9x - 171| = 9
|-13x - 116| = 27
|-14x - 135| = 37
|-8x - 96| = 16
|15x + 226| = 31
|-14x + 230| = 8
|15x - 99| = 36
|-8x + 68| = 36
|9x + 53| = 8
|-5x + 15| = 30
|18x - 87| = 33
|-15x - 150| = 45
|-15x - 134| = 14
|11x + 22| = 0
|-6x + 101| = 19
|18x + 16| = 38
|-20x + 60| = 0
|-12x + 4| = 32
|-6x - 93| = 33
|17x + 85| = 17
|-2x - 69| = 47
|-3x - 23| = 5
|-17x - 284| = 46
|15x - 297| = 27
|20x + 331| = 31
|12x - 234| = 30
|17x + 15| = 2
|-20x + 218| = 18
|16x - 338| = 34
|11x - 141| = 9
|14x - 90| = 6
|-11x + 59| = 48
|3x + 58| = 7
|5x + 19| = 49
|-12x + 212| = 20
|-8x - 151| = 15
|11x + 108| = 42
|-6x - 40| = 10
|20x + 61| = 1
|-5x + 53| = 13
|7x + 20| = 34
|-10x - 97| = 17
|3x - 27| = 30
|9x + 20| = 20
|18x - 302| = 22
|10x + 166| = 36
|4x + 79| = 31
|9x - 169| = 16
|-6x + 95| = 11
|-2x - 29| = 5
|8x - 69| = 43
|-1x + 44| = 35
|2x + 3| = 5
|-11x - 105| = 17
|-20x - 126| = 34
|4x + 5| = 11
|-14x - 44| = 2
|-18x + 118| = 44
|9x - 92| = 43
|7x + 66| = 3
|-2x + 57| = 47
|3x + 4| = 40
|-14x + 199| = 3
|-9x - 185| = 14
|19x + 345| = 41
|7x + 76| = 50
|-12x + 120| = 0
|19x + 24| = 24
|17x + 64| = 13
|-13x + 80| = 15
|-18x + 20| = 2
|19x - 121| = 45
|2x - 27| = 23
|-6x + 26| = 38
|-19x - 160| = 11
|-14x - 109| = 3
|-1x - 4| = 0
|11x - 169| = 15
|-9x + 74| = 29
|-14x + 58| = 16
|10x + 41| = 41
|-7x - 47| = 40
|-11x - 4| = 26
|15x + 172| = 8
|-8x + 69| = 43
|8x - 100| = 12
|19x - 173| = 40
|16x - 75| = 5
|20x + 280| = 40
|17x - 73| = 12
|-15x + 313| = 43
|-18x - 118| = 8
|-9x - 89| = 37
|12x - 32| = 28
|-19x + 125| = 49
|-18x + 111| = 15
|11x + 41| = 14
|18x + 117| = 9
|-19x - 330| = 31
|14x - 172| = 32
|20x + 133| = 47
|-10x + 12| = 8
|-9x - 95| = 41
|-7x - 58| = 2
|-17x - 1| = 18
|1x + 29| = 42
|3x - 25| = 20
|4x - 64| = 32
|-20x - 68| = 32
|8x + 122| = 2
|-8x - 1| = 9
|2x - 12| = 48
|-17x + 120| = 35
|-10x + 150| = 30
|-14x + 237| = 41
|-1x - 33| = 21
|-6x - 31| = 19
|1x - 57| = 39
|1x + 30| = 43
|-13x - 98| = 45
|-4x - 32| = 36
|-3x - 4| = 20
|14x - 150| = 32
|-6x + 121| = 37
|-15x + 85| = 20
|3x - 1| = 40
|-14x - 51| = 23
|-8x - 10| = 42
|-13x + 122| = 44
|16x - 122| = 38
|-11x + 125| = 7
|-13x - 25| = 27
|11x + 73| = 7
|-9x + 34| = 25
|-14x + 65| = 23
|-7x + 1| = 48
|-1x + 12| = 12
|-10x - 113| = 7
|-8x + 187| = 35
|-9x + 10| = 28
|11x - 40| = 7
|-14x + 249| = 17
|7x - 77| = 35
|-18x + 183| = 21
|-14x - 234| = 32
|-8x + 145| = 1
|-10x + 89| = 11
|-19x - 30| = 46
|19x - 205| = 4
|16x - 96| = 48
|19x + 34| = 34
|19x - 281| = 23
|7x - 112| = 0
|-15x - 254| = 29
|-20x + 407| = 7
|2x + 1| = 29
|9x + 146| = 20
|-10x + 139| = 19
|9x + 209| = 38
|2x - 56| = 30
|8x + 17| = 15
|-14x - 72| = 2
|7x + 129| = 45
|2x + 31| = 5
|-4x - 27| = 35
|-18x + 380| = 20
|-15x + 24| = 6
|-11x - 171| = 39
|-3x + 1| = 40
|-2x - 48| = 12
|18x + 248| = 4
|-19x - 139| = 25
|-17x + 69| = 16
|1x + 13| = 32
|8x + 130| = 14
|9x + 223| = 43
|-14x + 158| = 10
|8x + 51| = 35
|13x - 101| = 42
|-13x + 255| = 5
|-2x + 18| = 20
|-6x - 50| = 34
|17x + 309| = 14
|-11x - 9| = 35
|13x - 186| = 17
|18x + 60| = 30
|-9x + 131| = 5
|-4x + 21| = 35
|17x + 62| = 45
|1x - 17| = 0
|-20x - 332| = 48
|-11x + 168| = 36
|13x - 284| = 24
|-13x - 180| = 11
|4x + 95| = 27
|-20x - 365| = 35
|-6x + 143| = 23
|-2x - 2| = 8
|-9x - 198| = 36
|-4x - 8| = 12
|-10x - 78| = 12
|11x + 203| = 17
|7x + 92| = 48
|11x - 3| = 8
|1x - 18| = 29
|7x - 6| = 29
|-20x - 149| = 11
|-12x + 198| = 18
|17x - 99| = 20
|-17x - 335| = 46
|-7x - 51| = 40
|13x - 222| = 40
|-20x - 138| = 38
|-3x - 70| = 40
|-2x + 23| = 3
|20x + 153| = 33
|10x - 97| = 17
|-18x - 247| = 41
|-14x + 72| = 2
|15x + 259| = 11
|11x + 30| = 30
|15x + 149| = 31
|-18x - 65| = 25
|-20x + 301| = 21
|13x + 66| = 14
|9x - 185| = 41
|-4x - 22| = 18
|-16x - 256| = 32
|-20x + 338| = 2
|4x - 55| = 35
|-12x + 208| = 16
|-8x + 28| = 36
|-1x + 25| = 30
|20x + 150| = 10
|8x - 60| = 28
|4x - 21| = 31
|14x - 25| = 17
|-17x - 77| = 43
|15x - 35| = 5
|16x + 284| = 44
|-5x - 59| = 26
|1x - 30| = 40
|-18x + 316| = 28
|5x - 45| = 20
|-14x - 109| = 45
|-1x + 21| = 21
|-10x + 47| = 23
|9x + 176| = 4
|-12x + 238| = 34
|-19x - 195| = 33
|14x - 158| = 46
|-18x + 10| = 26
|-9x - 184| = 22
|6x + 112| = 16
|-20x + 5| = 5
|-14x + 188| = 36
|-15x + 51| = 21
|17x + 28| = 23
|-11x - 203| = 16
|11x + 43| = 21
|-15x - 94| = 26
|-6x + 7| = 47
|-7x + 84| = 42
|2x - 27| = 49
|1x + 59| = 39
|4x - 13| = 17
|-2x + 86| = 50
|-10x - 26| = 14
|-18x - 385| = 25
|-5x + 30| = 40
|-8x + 58| = 26
|-7x + 71| = 43
|17x + 134| = 2
|6x + 92| = 50
|-11x - 129| = 36
|-10x + 171| = 29
|-8x + 46| = 22
|3x - 38| = 35
|-5x + 38| = 42
|2x + 9| = 29
|-18x + 223| = 25
|-20x - 232| = 48
|-5x - 58| = 18
|9x - 56| = 29
|11x + 255| = 35
|-19x - 391| = 49
|-18x - 293| = 23
|19x + 155| = 35
|1x - 4| = 18
|-7x + 133| = 49
|14x + 114| = 16
|-5x + 21| = 36
|-18x + 120| = 48
|-12x + 117| = 3
|3x - 97| = 43
|-3x + 22| = 23
|20x + 326| = 34
|15x - 328| = 43
|17x + 217| = 13
|-15x + 305| = 20
|12x + 66| = 30
|-7x - 22| = 36
|-5x + 111| = 26
|6x - 70| = 44
|-16x + 125| = 35
|5x + 10| = 10
|-14x - 67| = 17
|-19x + 329| = 44
|10x + 47| = 37
|-7x + 97| = 34
|-2x - 28| = 12
|-6x - 43| = 13
|-14x - 232| = 8
|-4x - 50| = 6
|-16x - 121| = 9
|18x - 203| = 41
|8x - 115| = 21
|-18x + 143| = 35
|-1x + 18| = 18
|4x - 6| = 34
|-1x - 43| = 35
|-7x + 118| = 15
|-17x - 317| = 23
|4x - 36| = 28
|10x + 23| = 33
|16x + 78| = 2
|10x - 90| = 40
|-1x - 19| = 19
|8x + 148| = 20
|19x + 208| = 20
|-6x + 49| = 29
|-9x - 2| = 7
|11x - 117| = 40
|6x - 73| = 31
|16x + 1| = 1
|-5x - 104| = 29
|-14x + 26| = 30
|3x + 24| = 9
|2x + 36| = 48
|-13x + 198| = 3
|-17x - 184| = 20
|-16x - 119| = 7
|4x + 23| = 5
|-19x + 234| = 13
|12x + 4| = 28
|12x - 160| = 8
|10x - 227| = 47
|4x - 19| = 11
|-11x + 215| = 28
|16x - 243| = 13
|1x + 4| = 7
|18x - 68| = 32
|-19x + 29| = 9
|18x - 300| = 12
|-9x - 174| = 3
|-12x + 200| = 32
|-12x + 228| = 0
|4x - 23| = 19
|16x - 213| = 21
|-5x + 22| = 43
|20x - 396| = 4
|16x - 215| = 7
|14x - 101| = 25
|-3x + 19| = 22
|-10x - 28| = 28
|19x - 290| = 14
|-16x - 88| = 24
|5x - 42| = 2
|-20x + 280| = 0
|-18x - 293| = 13
|5x - 17| = 2
|-19x + 120| = 13
|3x - 1| = 50
|-17x + 81| = 30
|-18x - 65| = 11
|-8x - 6| = 22
|8x - 181| = 29
|-13x - 197| = 50
|8x + 62| = 2
|8x + 149| = 45
|19x + 230| = 21
|19x - 322| = 37
|12x - 48| = 48
|-6x + 22| = 16
|20x + 404| = 44
|-3x - 36| = 30
|16x + 148| = 28
|7x + 97| = 6
|5x - 81| = 46
|-2x - 56| = 18
|17x + 269| = 37
|16x - 255| = 1
|9x + 174| = 3
|-3x - 9| = 21
|-2x + 16| = 14
|18x + 118| = 44
|16x + 148| = 20
|-3x + 31| = 5
|12x + 137| = 29
|9x - 166| = 14
|18x + 294| = 30
|10x - 101| = 41
|-13x - 98| = 19
|17x - 250| = 22
|8x - 66| = 10
|-2x - 2| = 10
|-2x - 66| = 34
|-1x + 19| = 33
|-4x - 106| = 46
|-11x + 5| = 38
|-20x - 51| = 31
|-1x + 16| = 9
|-14x + 228| = 24
|7x + 130| = 3
|13x - 200| = 31
|-3x + 75| = 21
|2x - 4| = 10
|4x + 78| = 6
|6x + 40| = 22
|-19x + 160| = 11
|-16x + 326| = 6
|-14x + 92| = 20
|12x - 20| = 28
|-8x + 87| = 15
|-7x - 91| = 14
|19x - 1| = 18
|5x - 75| = 0
|-17x + 210| = 23
|4x - 11| = 15
|11x + 126| = 5
|-19x - 263| = 41
|19x + 382| = 21
|20x - 194| = 34
|1x - 22| = 16
|18x - 22| = 22
|-4x - 55| = 15
|14x + 26| = 12
|-11x + 101| = 46
|-12x + 72| = 24
|16x + 318| = 30
|-20x + 51| = 31
|4x - 46| = 46
|-15x - 65| = 25
|18x - 296| = 8
|-18x - 101| = 7
|13x + 229| = 5
|14x - 78| = 22
|-14x - 230| = 6
|-17x - 177| = 24
|-3x - 81| = 33
|6x - 89| = 31
|17x + 344| = 38
|18x + 193| = 13
|14x - 11| = 39
|-9x - 173| = 38
|-13x - 39| = 39
|5x - 17| = 18
|-3x + 13| = 2
|18x + 200| = 16
|-2x - 26| = 6
|-9x + 33| = 24
|3x + 17| = 19
|14x + 114| = 16
|6x - 30| = 36
|-12x - 187| = 19
|17x + 316| = 7
|19x - 35| = 22
|3x - 7| = 5
|-19x + 217| = 8
|4x - 62| = 18
|-19x - 39| = 39
|11x - 44| = 44
|-4x - 65| = 17
|-1x + 40| = 47
|10x - 48| = 12
|18x - 332| = 44
|9x + 179| = 17
|2x - 4| = 16
|9x - 90| = 36
|-20x + 391| = 9
|-12x + 133| = 49
|-1x - 48| = 35
|-5x + 0| = 15
|20x - 346| = 26
|11x - 166| = 21
|19x + 281| = 42
|10x - 109| = 31
|20x + 280| = 40
|4x + 9| = 43
|-17x + 319| = 30
|-18x + 186| = 12
|9x + 86| = 14
|-8x - 8| = 16
|-19x - 1| = 39
|-6x + 58| = 28
|-18x - 309| = 33
|4x + 20| = 20
|10x - 161| = 21
|-14x + 116| = 24
|-14x + 10| = 46
|-1x - 31| = 43
|-10x - 135| = 45
|-9x + 51| = 24
|3x + 48| = 45
|-2x - 57| = 33
|3x - 10| = 10
|8x + 49| = 17
|10x - 179| = 11
|9x + 75| = 6
|-5x - 14| = 46
|2x + 42| = 44
|-5x + 120| = 30
|-8x - 96| = 40
|-8x + 79| = 15
|2x + 74| = 34
|2x + 29| = 35
|13x - 215| = 7
|-12x - 37| = 25
|-11x - 247| = 49
|-8x + 136| = 48
|18x + 26| = 8
|-2x - 10| = 12
|13x - 222| = 1
|16x + 217| = 7
|-3x - 5| = 31
|-1x + 34| = 34
|14x - 89| = 33
|16x - 226| = 50
|9x + 190| = 10
|-16x + 235| = 37
|5x - 47| = 27
|13x + 146| = 23
|16x - 135| = 9
|-4x + 5| = 17
|10x + 126| = 4
|4x + 64| = 16
|18x + 277| = 11
|-10x - 29| = 21
|18x - 122| = 22
|-20x + 358| = 18
|11x + 182| = 28
|-17x + 188| = 16
|2x + 2| = 10
|-18x - 139| = 41
|8x + 121| = 1
|10x - 196| = 26
|2x + 40| = 30
|11x - 55| = 44
|12x + 204| = 0
|15x - 112| = 22
|10x + 170| = 0
|9x + 150| = 15
|11x - 9| = 42
|-4x - 118| = 46
|2x + 29| = 27
|-5x - 48| = 33
|11x + 148| = 49
|-2x - 1| = 27
|-19x + 299| = 14
|6x + 7| = 43
|12x + 104| = 8
|-20x + 71| = 29
|7x + 51| = 2
|-5x + 55| = 10
|-12x + 127| = 29
|-18x - 58| = 40
|20x - 288| = 28
|20x + 19| = 39
|-12x - 241| = 13
|12x + 152| = 40
|-14x + 203| = 49
|-3x - 13| = 14
|10x - 83| = 3
|14x + 100| = 2
|-19x - 302| = 40
|5x - 73| = 27
|7x - 93| = 5
|11x - 199| = 23
|9x + 80| = 17
|-8x - 17| = 1
|11x - 181| = 6
|5x - 2| = 8
|8x - 2| = 34
|7x + 65| = 47
|16x - 301| = 45
|2x + 8| = 32
|-1x + 15| = 11
|17x + 331| = 9
|19x - 195| = 24
|10x - 95| = 45
|-1x + 11| = 12
|17x - 89| = 21
|5x + 23| = 32
|-5x + 32| = 22
|1x + 28| = 8
|7x + 89| = 23
|11x - 6| = 38
|-10x - 5| = 5
|-1x - 7| = 0
|-9x - 87| = 15
|-6x + 32| = 20
|14x + 140| = 42
|-11x - 176| = 11
|-14x + 271| = 19
|15x + 153| = 33
|5x + 77| = 22
|1x - 46| = 41
|12x - 224| = 16
|19x + 371| = 29
|17x + 301| = 46
|-20x - 367| = 27
|20x - 199| = 21
|18x - 91| = 17
|7x + 106| = 13
|-12x + 282| = 42
|-7x + 19| = 9
|-1x - 28| = 45
|16x + 211| = 19
|8x + 76| = 28
|5x - 110| = 30
|-17x - 286| = 48
|10x - 20| = 30
|-13x + 256| = 9
|18x + 93| = 21
|7x + 66| = 18
|2x - 27| = 3
|16x - 320| = 32
|11x + 159| = 27
|12x + 15| = 33
|19x + 41| = 3
|18x - 165| = 3
|7x + 20| = 8
|-4x - 102| = 30
|-20x + 447| = 47
|2x - 48| = 24
|4x + 34| = 2
|14x + 103| = 5
|-8x + 14| = 22
|6x + 79| = 49
|-2x - 30| = 12
|-5x - 6| = 29
|13x + 129| = 40
|-7x - 1| = 20
|6x + 58| = 20
|10x - 151| = 31
|-7x - 138| = 40
|-16x - 80| = 16
|-17x + 308| = 15
|16x - 270| = 18
|-13x - 201| = 7
|5x - 15| = 15
|3x + 19| = 23
|-17x - 183| = 30
|11x - 27| = 39
|7x - 110| = 26
|-20x + 102| = 38
|-2x + 11| = 45
|-10x + 207| = 17
|16x + 275| = 29
|-9x + 79| = 7
|2x - 42| = 2
|-5x + 42| = 3
|16x + 296| = 40
|12x + 27| = 15
|7x + 93| = 47
|2x - 36| = 26
|-13x + 276| = 42
|-12x + 121| = 47
|18x - 342| = 0
|11x - 168| = 3
|-14x + 66| = 24
|12x + 122| = 34
|13x + 273| = 26
|-1x + 22| = 42
|-14x - 39| = 11
|4x - 86| = 30
|11x - 148| = 49
|-20x - 122| = 42
|5x + 63| = 22
|20x - 167| = 47
|14x - 103| = 23
|-1x - 13| = 7
|-1x - 6| = 2
|20x + 20| = 20
|-1x - 12| = 32
|-15x - 153| = 3
|-2x - 67| = 49
|-9x - 79| = 38
|12x + 89| = 7
|-3x + 26| = 20
|2x - 21| = 17
|-9x - 34| = 25
|14x + 259| = 21
|19x - 168| = 3
|-5x + 36| = 26
|3x + 27| = 30
|-3x + 40| = 43
|-15x + 0| = 15
|-9x - 44| = 44
|-5x - 51| = 19
|-8x + 59| = 37
|8x - 56| = 8
|14x + 125| = 43
|-12x - 203| = 35
|-6x + 74| = 50
|-1x - 38| = 45
|-8x + 13| = 45
|-1x - 21| = 34
|-17x + 280| = 8
|-7x + 157| = 31
|10x + 109| = 31
|19x + 337| = 5
|3x + 12| = 48
|-3x - 56| = 47
|11x - 56| = 23
|-2x - 12| = 10
|-6x + 69| = 9
|4x - 40| = 20
|5x - 83| = 3
|16x + 366| = 46
|-19x + 74| = 2
|3x + 11| = 22
|16x + 125| = 3
|-12x - 218| = 10
|18x + 236| = 34
|-8x - 32| = 48
|2x - 48| = 40
|-15x + 118| = 2
|-15x - 140| = 10
|-15x - 178| = 17
|-18x + 271| = 37
|12x + 167| = 23
|-15x - 95| = 20
|3x + 60| = 3
|-20x - 145| = 25
|-12x - 5| = 5
|11x - 144| = 12
|14x + 199| = 3
|-13x - 124| = 6
|-20x - 15| = 35
|-11x - 220| = 44
|18x - 355| = 31
|-4x + 29| = 27
|15x + 2| = 13
|13x + 119| = 50
|-7x + 70| = 7
|15x - 299| = 44
|-16x - 98| = 14
|13x - 200| = 8
|11x + 66| = 33
|9x - 185| = 50
|19x + 359| = 2
|-14x - 75| = 23
|13x + 40| = 27
|-13x - 219| = 2
|-16x + 26| = 26
|20x + 264| = 4
|4x + 14| = 2
|11x - 93| = 27
|-12x + 3| = 45
|11x - 104| = 17
|15x + 138| = 27
|15x + 80| = 20
|-5x - 28| = 32
|9x - 7| = 43
|-16x - 78| = 14
|20x + 140| = 0
|-17x - 304| = 2
|10x + 196| = 4
|1x - 26| = 24
|12x + 19| = 17
|-11x - 245| = 47
|20x + 69| = 31
|7x - 154| = 35
|-20x + 72| = 12
|10x + 90| = 50
|-3x + 34| = 34
|-3x - 22| = 1
|12x + 250| = 46
|7x - 79| = 23
|14x + 147| = 21
|11x - 175| = 43
|18x - 310| = 50
|-10x + 142| = 8
|-14x - 275| = 37
|15x + 43| = 13
|-11x + 132| = 22
|1x - 48| = 42
|12x + 18| = 18
|-8x + 12| = 28
|-1x + 27| = 31
|6x + 123| = 45
|11x - 20| = 46
|8x - 28| = 28
|-13x + 73| = 21
|-18x - 285| = 39
|-10x - 208| = 8
|-20x + 262| = 42
|9x - 83| = 38
|-18x + 72| = 18
|10x - 180| = 10
|18x + 175| = 41
|16x + 269| = 13
|-6x - 5| = 7
|15x - 279| = 9
|15x - 282| = 27
|-7x + 93| = 33
|11x - 161| = 18
|-3x - 36| = 6
|8x + 1| = 25
|14x + 273| = 7
|18x - 192| = 24
|14x - 147| = 49
|-12x + 110| = 46
|10x + 48| = 28
|-18x + 217| = 37
|1x - 30| = 45
|8x + 56| = 48
|-20x - 336| = 16
|-7x + 133| = 28
|-10x + 49| = 41
|13x - 217| = 30
|12x + 180| = 24
|-16x - 49| = 31
|18x + 8| = 26
|-3x + 50| = 10
|16x - 220| = 4
|-8x - 179| = 27
|-4x - 29| = 17
|-19x + 196| = 6
|-4x + 27| = 13
|-2x + 33| = 21
|-18x - 298| = 44
|-5x + 103| = 8
|5x + 103| = 28
|-2x - 1| = 11
|-16x + 21| = 43
|13x - 285| = 38
|12x - 231| = 3
|-18x + 154| = 28
|-4x + 6| = 18
|-1x - 15| = 0
|14x - 74| = 10
|15x + 220| = 40
|-8x + 22| = 38
|-16x + 52| = 12
|7x - 78| = 27
|11x + 172| = 37
|-16x + 254| = 2
|1x + 33| = 32
|13x + 154| = 11
|6x + 92| = 32
|-17x - 262| = 7
|-16x + 160| = 48
|-11x + 26| = 7
|20x + 10| = 10
|15x - 190| = 50
|6x + 102| = 6
|11x - 113| = 19
|7x + 29| = 29
|15x - 115| = 20
|16x + 243| = 3
|11x - 102| = 36
|-4x + 27| = 25
|13x + 11| = 50
|-18x - 54| = 0
|-14x + 163| = 37
|10x - 125| = 5
|-20x - 176| = 44
|-1x + 9| = 26
|19x + 281| = 23
|10x + 53| = 7
|-6x - 67| = 43
|-19x - 148| = 15
|20x - 355| = 35
|-3x + 4| = 50
|1x - 48| = 30
|-10x - 163| = 43
|-20x + 176| = 16
|5x + 59| = 41
|-4x - 94| = 22
|-19x - 361| = 19
|-1x + 35| = 47
|19x + 175| = 23
|2x + 44| = 6
|-19x - 84| = 8
|-10x - 12| = 2
|1x - 4| = 11
|-19x + 161| = 48
|8x - 30| = 42
|20x + 240| = 40
|-18x - 303| = 3
|-12x + 253| = 37
|9x + 5| = 32
|-13x - 200| = 18
|5x - 21| = 1
|-7x - 65| = 40
|-3x + 9| = 30
|15x - 147| = 18
|7x - 32| = 17
|5x - 34| = 1
|6x + 148| = 40
|-13x + 149| = 7
|2x - 47| = 31
|-2x - 42| = 32
|11x + 26| = 7
|-13x + 263| = 16
|-20x + 172| = 32
|-14x + 97| = 1
|-14x - 52| = 18
|-13x + 77| = 1
|19x - 227| = 18
|-18x - 281| = 43
|-9x + 163| = 17
|15x + 76| = 29
|7x + 44| = 44
|1x + 6| = 2
|-11x + 166| = 21
|-7x - 121| = 9
|-1x + 57| = 50
|13x - 247| = 39
|18x + 259| = 11
|-14x + 327| = 47
|3x + 80| = 44
|20x - 362| = 38
|-10x - 209| = 49
|-7x + 33| = 47
|-16x - 240| = 16
|-7x - 5| = 26
|-10x + 183| = 33
|3x - 44| = 14
|-3x + 88| = 49
|-12x + 77| = 41
|-13x - 169| = 26
|-16x - 222| = 46
|14x + 255| = 17
|4x + 102| = 30
|-11x - 52| = 30
|-4x + 28| = 44
|2x - 45| = 21
|5x - 66| = 36
|-8x - 148| = 20
|17x + 15| = 32
|-19x - 268| = 21
|14x + 329| = 49
|17x - 303| = 37
|-12x - 127| = 41
|9x - 180| = 36
|-8x + 35| = 37
|-8x + 108| = 28
|-17x + 26| = 43
|19x - 287| = 40
|-19x + 412| = 32
|-3x - 84| = 33
|-5x - 94| = 9
|-20x + 135| = 25
|-8x + 38| = 30
|-9x + 78| = 24
|19x + 195| = 5
|-2x + 15| = 15
|-20x - 16| = 16
|-19x - 31| = 31
|-10x - 67| = 13
|-7x - 91| = 0
|-8x - 64| = 0
|10x - 55| = 15
|10x + 48| = 38
|11x - 36| = 25
|11x + 30| = 41
|2x + 20| = 48
|-6x - 133| = 37
|-9x + 137| = 29
|-20x + 86| = 26
|-3x - 7| = 41
|6x + 85| = 1
|20x + 317| = 23
|-16x + 197| = 43
|-20x + 422| = 22
|-16x + 357| = 37
|-20x - 75| = 35
|-6x + 122| = 2
|-4x - 40| = 4
|-9x + 71| = 46
|-17x - 142| = 45
|-12x - 259| = 43
|7x + 18| = 17
|-17x + 263| = 43
|17x - 108| = 40
|-17x - 290| = 16
|-9x - 97| = 38
|9x - 115| = 34
|7x + 160| = 41
|17x - 65| = 31
|6x - 45| = 3
|-5x + 19| = 6
|-4x + 71| = 1
|-15x - 205| = 5
|14x - 16| = 12
|-8x - 55| = 31
|13x - 63| = 37
|-17x - 308| = 2
|-13x + 0| = 26
|-16x + 243| = 19
|-4x + 4| = 8
|9x + 212| = 50
|15x + 59| = 46
|-7x + 21| = 42
|14x - 119| = 49
|-17x - 126| = 24
|16x + 78| = 50
|6x - 76| = 28
|19x - 159| = 26
|8x + 180| = 20
|-16x + 115| = 35
|5x - 39| = 49
|20x - 175| = 45
|-8x - 6| = 18
|14x + 7| = 35
|10x + 216| = 26
|10x + 153| = 3
|-5x + 69| = 31
|2x - 4| = 42
|4x - 29| = 31
|-20x + 214| = 14
|-2x + 47| = 15
|-8x + 133| = 11
|7x - 128| = 30
|-5x - 112| = 37
|4x - 39| = 41
|20x - 370| = 30
|10x - 81| = 11
|2x - 32| = 2
|2x - 29| = 9
|3x - 48| = 0
|-3x - 15| = 39
|-1x + 15| = 13
|18x + 240| = 42
|-15x - 74| = 44
|-9x - 165| = 6
|10x - 79| = 29
|9x - 112| = 41
|18x + 155| = 25
|-17x - 201| = 20
|4x - 14| = 10
|14x + 52| = 32
|8x - 36| = 4
|15x - 80| = 35
|10x + 207| = 17
|-12x - 102| = 18
|14x - 118| = 22
|11x - 46| = 31
|20x - 24| = 4
|9x + 57| = 39
|5x + 88| = 7
|-2x - 29| = 23
|20x - 12| = 32
|6x + 97| = 13
|-4x + 19| = 41
|-11x - 9| = 9
|-11x + 136| = 26
|-19x + 237| = 28
|19x - 2| = 21
|4x + 19| = 31
|-19x + 220| = 8
|19x + 145| = 45
|-12x - 254| = 14
|3x + 32| = 26
|-5x + 68| = 33
|-6x - 22| = 44
|3x + 6| = 0
|-18x - 390| = 48
|8x - 104| = 8
|-11x + 75| = 31
|16x - 137| = 25
|-15x + 90| = 45
|1x - 37| = 40
|11x - 88| = 22
|9x - 22| = 49
|-16x + 56| = 40
|15x - 96| = 36
|10x + 192| = 2
|7x - 170| = 30
|5x - 38| = 3
|5x + 122| = 22
|-13x + 184| = 11
|13x - 76| = 2
|-3x + 56| = 47
|10x + 215| = 25
|-4x - 60| = 0
|-2x - 3| = 33
|5x - 22| = 27
|-19x + 318| = 43
|-20x + 33| = 13
|-16x - 177| = 49
|12x - 83| = 49
|13x + 41| = 37
|-13x + 13| = 26
|2x - 45| = 25
|-19x - 43| = 24
|-20x - 128| = 28
|-6x + 91| = 29
|6x - 66| = 12
|-5x - 28| = 47
|-20x + 390| = 30
|-7x - 98| = 21
|13x - 154| = 28
|7x - 27| = 8
|-6x - 66| = 12
|3x + 42| = 9
|-11x - 147| = 4
|18x + 283| = 5
|13x + 149| = 7
|9x + 187| = 34
|-3x - 74| = 17
|18x - 74| = 16
|-14x + 31| = 3
|10x + 53| = 33
|-14x + 35| = 49
|-1x + 38| = 47
|17x + 247| = 42
|-19x + 25| = 25
|20x + 50| = 10
|9x + 61| = 2
|-18x - 45| = 9
|20x - 131| = 31
|14x - 171| = 45
|11x - 141| = 2
|-15x + 300| = 45
|-19x - 305| = 20
|3x - 68| = 35
|13x - 187| = 18
|10x + 176| = 24
|13x - 13| = 13
|1x - 1| = 19
|-4x + 11| = 15
|19x + 243| = 23
|11x + 33| = 22
|16x - 13| = 35
|-12x + 243| = 3
|-7x - 37| = 40
|-20x + 223| = 23
|18x - 173| = 11
|8x - 119| = 17
|2x - 34| = 14
|-7x + 37| = 26
|3x - 46| = 2
|7x + 157| = 45
|18x + 180| = 18
|-8x - 67| = 3
|9x - 178| = 7
|16x - 32| = 48
|-13x + 108| = 17
|-20x - 431| = 31
|-16x - 281| = 23
|-15x + 63| = 27
|17x + 188| = 1
|-18x + 62| = 46
|7x - 53| = 18
|-20x - 57| = 43
|-8x + 70| = 2
|17x - 283| = 23
|12x + 264| = 48
|-14x - 259| = 21
|-10x + 129| = 9
|-2x - 59| = 35
|15x + 282| = 12
|-6x + 92| = 10
|-7x + 42| = 28
|-7x - 67| = 46
|1x + 15| = 26
|20x - 273| = 47
